umidade_solo,declividade,chuva_24h,temperatura,velocidade,idade_maquina,horas_operacao,status_operacao,score_risco,risco,recomendacao
19.56,9.58,4.79,32.42,2.15,0.0,4.01,Deslocamento,5.79,BAIXO,Seguir rota atual
55.49,22.3,20.0,44.71,22.97,10.73,10.03,Colheita,76.84,ALTO,Atencao a inclinacao - reduzir velocidade
45.15,27.33,38.74,44.48,10.58,11.43,9.75,Manobra,73.74,ALTO,Interromper operacao
32.95,17.85,11.99,28.56,12.14,9.68,12.71,Colheita,36.86,MEDIO,Reduzir velocidade
37.11,22.97,3.57,32.82,17.53,11.98,12.36,Colheita,43.33,MEDIO,Atencao a inclinacao - reduzir velocidade
10.39,10.08,9.61,28.1,7.55,5.03,1.86,Colheita,0.51,BAIXO,Seguir rota atual
29.49,5.56,5.51,18.18,4.64,9.31,4.31,Manobra,2.62,BAIXO,Seguir rota atual
46.63,19.69,0.0,39.57,10.23,10.1,9.05,Colheita,73.63,ALTO,Interromper operacao
22.66,20.66,18.98,37.97,11.83,11.23,9.42,Deslocamento,43.77,MEDIO,Reduzir velocidade
36.68,15.63,9.17,40.14,9.49,12.27,8.82,Colheita,34.04,MEDIO,Reduzir velocidade
13.79,11.99,3.14,29.8,6.42,4.82,5.99,Deslocamento,6.3,BAIXO,Seguir rota atual
51.45,21.01,33.79,45.0,21.47,12.43,9.28,Manobra,75.8,ALTO,Atencao a inclinacao - reduzir velocidade
44.6,20.93,43.99,41.2,18.13,13.8,12.73,Deslocamento,76.08,ALTO,Atencao a inclinacao - reduzir velocidade
52.56,17.46,27.28,42.92,12.66,12.61,9.08,Deslocamento,74.8,ALTO,Verificar equipamento - desgaste elevado
36.49,26.04,11.03,38.03,10.71,3.55,8.58,Manobra,72.42,ALTO,Interromper operacao
28.45,1.89,0.83,26.63,5.03,2.62,4.15,Deslocamento,4.91,BAIXO,Seguir rota atual
31.81,19.08,23.63,36.08,10.21,10.11,11.46,Deslocamento,54.27,ALTO,Pausa recomendada - risco de fadiga
38.82,20.61,18.35,34.76,16.48,13.15,9.18,Deslocamento,53.21,ALTO,Atencao a inclinacao - reduzir velocidade
27.04,3.49,7.38,26.77,6.33,4.94,4.79,Deslocamento,5.15,BAIXO,Seguir rota atual
56.1,23.77,37.37,45.0,19.62,16.7,14.0,Colheita,78.98,ALTO,Atencao a inclinacao - reduzir velocidade
47.99,29.04,33.46,45.0,22.8,15.42,10.71,Manobra,77.45,ALTO,Atencao a inclinacao - reduzir velocidade
41.69,28.51,24.37,42.05,25.76,14.58,14.0,Deslocamento,77.85,ALTO,Atencao a inclinacao - reduzir velocidade
46.15,20.04,18.22,39.86,10.25,9.18,8.88,Colheita,72.96,ALTO,Interromper operacao
27.78,22.14,16.01,34.98,16.21,14.15,10.45,Manobra,40.8,MEDIO,Atencao a inclinacao - reduzir velocidade
32.41,22.37,11.4,37.23,9.53,8.83,11.39,Colheita,39.98,MEDIO,Pausa recomendada - risco de fadiga
47.02,30.0,39.74,43.1,19.31,14.67,8.52,Colheita,80.11,ALTO,Atencao a inclinacao - reduzir velocidade
47.27,23.72,46.35,45.0,24.58,8.0,14.0,Manobra,77.09,ALTO,Atencao a inclinacao - reduzir velocidade
22.07,4.89,4.47,26.88,5.67,5.59,3.79,Manobra,3.33,BAIXO,Seguir rota atual
17.17,5.25,0.0,26.73,8.17,6.54,6.64,Manobra,1.69,BAIXO,Seguir rota atual
37.59,17.87,12.2,30.57,9.3,5.11,11.16,Manobra,27.87,MEDIO,Reduzir velocidade
45.66,23.46,26.58,37.36,16.05,11.62,11.69,Manobra,70.63,ALTO,Atencao a inclinacao - reduzir velocidade
49.42,25.85,50.41,45.0,19.33,13.82,9.88,Colheita,75.79,ALTO,Atencao a inclinacao - reduzir velocidade
5.0,8.8,5.83,27.31,3.1,3.95,0.56,Colheita,7.21,BAIXO,Seguir rota atual
45.96,15.66,14.28,39.78,9.3,4.6,9.7,Manobra,69.72,ALTO,Interromper operacao
28.25,20.41,5.59,28.88,5.31,8.68,7.88,Colheita,10.6,BAIXO,Seguir rota atual
47.23,29.09,56.73,42.18,20.64,15.5,9.29,Manobra,78.75,ALTO,Atencao a inclinacao - reduzir velocidade
51.12,28.66,51.8,37.19,18.95,11.37,12.2,Manobra,73.19,ALTO,Atencao a inclinacao - reduzir velocidade
52.4,30.0,40.05,41.51,26.6,14.89,14.0,Colheita,80.07,ALTO,Atencao a inclinacao - reduzir velocidade
37.31,15.37,1.33,29.79,13.99,11.57,12.7,Manobra,40.98,MEDIO,Reduzir velocidade
41.74,24.65,5.1,31.37,14.55,9.25,9.21,Deslocamento,36.74,MEDIO,Reduzir velocidade
22.71,9.29,7.85,32.47,8.09,7.54,6.03,Colheita,2.84,BAIXO,Seguir rota atual
16.77,11.03,0.0,31.27,4.61,5.86,3.31,Manobra,5.39,BAIXO,Seguir rota atual
52.77,26.9,29.05,44.26,19.69,16.64,12.0,Deslocamento,75.3,ALTO,Atencao a inclinacao - reduzir velocidade
42.37,19.13,13.29,38.62,17.57,17.03,8.39,Colheita,62.69,ALTO,Atencao a inclinacao - reduzir velocidade
55.38,20.49,33.06,40.12,16.59,9.25,12.83,Deslocamento,76.56,ALTO,Atencao a inclinacao - reduzir velocidade
48.93,28.14,51.9,43.8,24.63,13.79,9.63,Manobra,78.43,ALTO,Atencao a inclinacao - reduzir velocidade
43.46,17.64,3.32,35.29,9.26,6.75,9.69,Manobra,18.31,BAIXO,Seguir rota atual
42.09,19.31,14.1,43.22,16.49,18.23,12.36,Manobra,62.47,ALTO,Atencao a inclinacao - reduzir velocidade
55.72,22.84,52.64,42.84,19.8,14.5,13.89,Manobra,73.54,ALTO,Atencao a inclinacao - reduzir velocidade
52.5,24.36,52.42,41.09,22.87,13.09,11.56,Colheita,76.21,ALTO,Atencao a inclinacao - reduzir velocidade
25.36,3.84,9.84,16.89,5.8,6.11,6.17,Manobra,3.0,BAIXO,Seguir rota atual
34.2,19.77,10.05,35.08,16.18,10.52,10.75,Manobra,54.32,ALTO,Atencao a inclinacao - reduzir velocidade
13.24,7.68,3.1,20.97,7.72,3.39,6.31,Colheita,6.04,BAIXO,Seguir rota atual
44.65,30.0,36.04,43.66,25.17,12.29,13.7,Colheita,77.47,ALTO,Atencao a inclinacao - reduzir velocidade
32.62,26.36,18.11,38.21,14.1,14.43,8.83,Manobra,78.76,ALTO,Interromper operacao
14.75,7.11,0.47,35.1,5.87,7.49,5.42,Manobra,2.02,BAIXO,Seguir rota atual
34.09,21.98,24.27,39.44,18.58,15.06,11.84,Manobra,64.31,ALTO,Atencao a inclinacao - reduzir velocidade
37.24,18.76,13.09,40.59,16.64,5.49,9.98,Manobra,56.52,ALTO,Atencao a inclinacao - reduzir velocidade
36.26,18.89,14.46,37.69,15.93,7.35,10.87,Deslocamento,44.9,MEDIO,Atencao a inclinacao - reduzir velocidade
31.45,13.25,0.72,24.73,6.31,6.47,6.37,Deslocamento,13.06,BAIXO,Seguir rota atual
34.97,22.2,1.84,44.33,13.46,12.17,9.38,Deslocamento,55.84,ALTO,Verificar equipamento - desgaste elevado
44.17,8.65,7.92,35.58,10.64,13.18,7.23,Colheita,33.7,MEDIO,Reduzir velocidade
44.63,23.07,28.09,38.0,12.8,15.29,10.85,Manobra,56.08,ALTO,Pausa recomendada - risco de fadiga
22.64,17.84,9.93,39.35,9.96,0.0,10.05,Deslocamento,20.12,BAIXO,Seguir rota atual
43.9,20.95,20.0,45.0,22.51,13.32,14.0,Manobra,75.35,ALTO,Atencao a inclinacao - reduzir velocidade
40.1,26.47,1.04,35.86,7.15,7.31,8.5,Deslocamento,68.03,ALTO,Interromper operacao
40.01,20.18,11.12,38.81,18.46,7.05,7.12,Deslocamento,45.82,MEDIO,Atencao a inclinacao - reduzir velocidade
51.23,24.59,59.82,42.15,19.74,12.59,13.44,Colheita,79.23,ALTO,Atencao a inclinacao - reduzir velocidade
33.74,17.43,16.33,32.58,12.11,9.96,5.74,Colheita,31.46,MEDIO,Reduzir velocidade
23.36,3.78,6.47,21.19,8.39,8.32,6.72,Colheita,3.83,BAIXO,Seguir rota atual
21.76,7.07,2.27,33.36,5.6,1.89,6.33,Colheita,6.75,BAIXO,Seguir rota atual
35.22,19.15,6.45,38.55,14.75,12.73,11.9,Manobra,50.62,ALTO,Pausa recomendada - risco de fadiga
43.16,21.43,16.41,41.53,18.82,12.38,9.06,Colheita,62.16,ALTO,Atencao a inclinacao - reduzir velocidade
34.04,17.66,23.33,41.73,16.73,11.61,12.81,Colheita,56.36,ALTO,Atencao a inclinacao - reduzir velocidade
16.61,11.82,3.88,22.96,8.19,6.23,5.71,Deslocamento,4.03,BAIXO,Seguir rota atual
20.57,7.85,11.17,31.92,8.45,5.34,7.01,Deslocamento,11.21,BAIXO,Seguir rota atual
23.63,8.1,3.09,25.6,0.66,5.63,4.02,Colheita,4.13,BAIXO,Seguir rota atual
47.74,20.08,2.06,35.8,8.86,9.42,9.58,Manobra,69.14,ALTO,Interromper operacao
42.66,16.84,8.17,30.54,14.1,9.56,9.99,Manobra,28.37,MEDIO,Reduzir velocidade
35.01,21.66,16.02,34.86,12.42,4.74,7.26,Colheita,38.14,MEDIO,Reduzir velocidade
35.78,24.42,6.72,35.06,10.78,6.4,9.59,Colheita,38.99,MEDIO,Reduzir velocidade
42.51,30.0,38.35,45.0,16.92,16.01,13.34,Manobra,78.44,ALTO,Atencao a inclinacao - reduzir velocidade
22.69,4.02,4.75,20.08,6.49,8.09,6.59,Manobra,8.03,BAIXO,Seguir rota atual
35.12,16.1,11.23,36.08,5.04,10.35,8.95,Deslocamento,37.49,MEDIO,Reduzir velocidade
47.21,18.71,0.0,40.84,15.87,6.93,8.04,Colheita,72.55,ALTO,Atencao a inclinacao - reduzir velocidade
50.0,18.78,11.65,33.4,5.73,7.49,8.47,Colheita,66.95,ALTO,Interromper operacao
37.6,21.66,20.11,39.55,11.21,13.46,6.1,Deslocamento,53.94,ALTO,Interromper operacao
39.75,29.22,50.07,42.83,16.42,11.88,11.47,Colheita,75.61,ALTO,Atencao a inclinacao - reduzir velocidade
42.02,24.78,51.52,45.0,20.32,16.27,8.17,Deslocamento,78.1,ALTO,Atencao a inclinacao - reduzir velocidade
24.62,4.78,4.92,24.76,9.64,2.38,6.26,Deslocamento,2.78,BAIXO,Seguir rota atual
48.6,26.53,43.16,40.46,21.94,13.81,12.48,Colheita,77.59,ALTO,Atencao a inclinacao - reduzir velocidade
35.68,23.19,12.62,31.8,14.61,4.44,10.18,Manobra,44.0,MEDIO,Reduzir velocidade
24.34,0.35,4.28,23.66,5.48,9.05,3.69,Manobra,3.65,BAIXO,Seguir rota atual
28.55,20.3,11.43,35.43,15.5,9.59,4.64,Colheita,30.5,MEDIO,Atencao a inclinacao - reduzir velocidade
47.35,25.31,49.79,35.13,30.0,15.59,12.3,Manobra,73.22,ALTO,Atencao a inclinacao - reduzir velocidade
44.45,28.0,12.35,39.8,12.39,7.58,8.05,Colheita,73.14,ALTO,Interromper operacao
14.22,5.25,0.0,25.62,3.63,5.57,4.93,Manobra,0.59,BAIXO,Seguir rota atual
40.88,20.43,42.61,44.08,11.27,12.7,8.78,Colheita,75.5,ALTO,Interromper operacao
12.9,2.64,5.3,22.59,8.94,7.98,7.75,Colheita,3.04,BAIXO,Seguir rota atual
14.03,9.9,5.9,23.63,5.46,9.83,5.45,Deslocamento,2.97,BAIXO,Seguir rota atual
24.45,4.71,0.34,23.15,6.75,1.81,4.98,Colheita,4.83,BAIXO,Seguir rota atual
8.18,3.52,6.01,29.02,6.22,1.95,2.95,Manobra,5.32,BAIXO,Seguir rota atual
17.39,10.58,6.78,23.52,4.69,5.8,3.35,Colheita,4.46,BAIXO,Seguir rota atual
16.37,13.3,6.48,26.79,4.46,5.63,7.13,Colheita,5.99,BAIXO,Seguir rota atual
37.75,26.05,28.34,44.99,15.92,13.76,12.83,Deslocamento,77.15,ALTO,Atencao a inclinacao - reduzir velocidade
23.13,6.0,2.65,27.19,4.42,4.57,7.19,Colheita,3.41,BAIXO,Seguir rota atual
5.0,14.14,7.37,23.7,8.09,5.01,7.46,Colheita,3.07,BAIXO,Seguir rota atual
54.91,22.8,50.87,42.38,22.33,11.82,14.0,Manobra,76.63,ALTO,Atencao a inclinacao - reduzir velocidade
43.32,17.04,1.33,34.46,13.3,8.72,11.51,Manobra,31.15,MEDIO,Reduzir velocidade
44.74,24.91,20.61,35.83,14.41,15.18,9.9,Manobra,57.8,ALTO,Verificar equipamento - desgaste elevado
23.52,6.73,0.91,25.38,7.62,3.03,4.53,Manobra,6.38,BAIXO,Seguir rota atual
13.42,12.48,3.12,33.26,10.06,4.76,2.98,Colheita,8.92,BAIXO,Seguir rota atual
5.4,2.11,0.0,32.89,7.23,6.17,0.56,Deslocamento,3.8,BAIXO,Seguir rota atual
11.61,11.55,4.86,25.26,8.13,9.91,4.56,Colheita,5.34,BAIXO,Seguir rota atual
20.49,8.77,11.18,15.5,8.37,4.66,6.13,Deslocamento,12.14,BAIXO,Seguir rota atual
15.4,7.8,6.13,38.0,8.62,2.46,4.15,Colheita,5.88,BAIXO,Seguir rota atual
16.83,0.82,3.01,29.66,4.45,8.15,5.98,Manobra,3.87,BAIXO,Seguir rota atual
14.86,7.43,8.79,29.67,7.02,4.29,5.15,Deslocamento,1.49,BAIXO,Seguir rota atual
30.91,11.58,18.21,36.62,13.19,7.83,7.53,Manobra,28.0,MEDIO,Reduzir velocidade
18.7,1.6,10.83,19.83,4.94,3.68,7.58,Manobra,10.55,BAIXO,Seguir rota atual
35.12,15.06,14.27,38.92,13.62,10.15,13.0,Manobra,55.68,ALTO,Pausa recomendada - risco de fadiga
50.0,17.25,16.12,37.53,13.5,2.92,8.66,Manobra,67.8,ALTO,Interromper operacao
35.12,24.48,26.57,33.78,14.93,15.37,9.63,Deslocamento,55.09,ALTO,Verificar equipamento - desgaste elevado
25.1,9.4,5.02,24.64,4.57,1.64,6.42,Colheita,5.26,BAIXO,Seguir rota atual
40.12,21.58,14.61,39.08,18.14,10.99,7.32,Colheita,52.7,ALTO,Atencao a inclinacao - reduzir velocidade
44.46,21.39,18.25,44.82,14.94,12.87,7.64,Colheita,57.21,ALTO,Interromper operacao
18.46,10.44,0.0,27.0,7.2,5.12,7.07,Deslocamento,3.24,BAIXO,Seguir rota atual
51.67,30.0,35.06,43.41,22.34,10.79,13.91,Deslocamento,78.52,ALTO,Atencao a inclinacao - reduzir velocidade
61.62,26.95,50.05,43.25,19.15,8.54,10.59,Deslocamento,72.93,ALTO,Atencao a inclinacao - reduzir velocidade
10.26,14.82,3.65,24.27,8.78,1.63,3.47,Manobra,1.95,BAIXO,Seguir rota atual
20.48,12.12,5.51,27.24,7.16,6.2,5.4,Manobra,3.08,BAIXO,Seguir rota atual
33.82,22.14,9.41,40.24,13.56,19.62,9.92,Colheita,54.81,ALTO,Verificar equipamento - desgaste elevado
31.57,21.6,22.15,45.02,13.23,7.25,11.63,Colheita,73.22,ALTO,Pausa recomendada - risco de fadiga
10.34,6.26,3.23,25.65,8.38,2.95,4.45,Colheita,3.57,BAIXO,Seguir rota atual
19.9,8.6,4.29,28.18,8.69,6.18,5.91,Colheita,4.67,BAIXO,Seguir rota atual
22.34,20.2,10.4,38.92,9.92,6.02,7.85,Manobra,29.66,MEDIO,Reduzir velocidade
39.29,24.14,5.96,39.63,12.37,7.63,8.58,Deslocamento,43.87,MEDIO,Reduzir velocidade
44.48,22.98,36.21,37.44,16.55,10.41,8.26,Deslocamento,51.58,ALTO,Atencao a inclinacao - reduzir velocidade
34.91,20.55,22.59,35.26,8.61,8.82,4.85,Manobra,30.78,MEDIO,Reduzir velocidade
34.26,20.06,11.97,39.89,10.49,7.55,7.47,Manobra,43.82,MEDIO,Reduzir velocidade
33.23,22.93,7.81,38.76,12.01,13.65,13.6,Colheita,58.22,ALTO,Pausa recomendada - risco de fadiga
10.89,0.59,3.63,26.08,7.44,3.66,4.6,Deslocamento,2.12,BAIXO,Seguir rota atual
22.57,12.16,0.0,24.16,7.43,2.25,8.46,Colheita,6.38,BAIXO,Seguir rota atual
36.19,21.88,22.45,38.23,9.46,10.71,12.06,Colheita,56.24,ALTO,Pausa recomendada - risco de fadiga
48.32,24.46,54.26,42.01,19.96,14.45,13.54,Colheita,76.69,ALTO,Atencao a inclinacao - reduzir velocidade
50.0,23.31,13.8,33.98,8.92,8.19,9.21,Deslocamento,67.98,ALTO,Interromper operacao
26.37,19.3,10.0,37.44,13.51,8.87,7.99,Colheita,14.94,BAIXO,Seguir rota atual
16.4,3.2,9.35,26.07,6.55,2.21,9.0,Colheita,13.07,BAIXO,Seguir rota atual
26.41,18.28,10.08,38.4,14.87,13.42,10.01,Deslocamento,57.83,ALTO,Pausa recomendada - risco de fadiga
26.55,18.97,9.54,43.0,7.81,11.61,9.36,Manobra,32.03,MEDIO,Reduzir velocidade
25.86,7.59,1.47,29.75,8.31,7.92,4.97,Colheita,3.08,BAIXO,Seguir rota atual
15.8,1.76,6.46,28.12,5.07,3.38,4.07,Colheita,7.33,BAIXO,Seguir rota atual
23.14,16.73,2.33,34.35,9.78,3.12,13.0,Manobra,9.05,BAIXO,Seguir rota atual
28.77,4.88,4.82,28.09,9.38,2.54,7.18,Colheita,3.02,BAIXO,Seguir rota atual
16.16,2.66,6.17,32.45,12.0,1.4,6.4,Manobra,9.43,BAIXO,Seguir rota atual
17.13,11.13,0.0,19.69,5.45,5.24,3.72,Deslocamento,1.76,BAIXO,Seguir rota atual
24.61,12.11,5.8,34.09,7.83,1.35,7.73,Colheita,0.59,BAIXO,Seguir rota atual
15.76,11.64,8.72,28.28,4.01,2.25,7.65,Colheita,6.11,BAIXO,Seguir rota atual
49.15,27.24,52.59,45.0,23.12,13.37,11.37,Colheita,72.31,ALTO,Atencao a inclinacao - reduzir velocidade
41.86,22.21,6.71,40.33,11.61,5.45,7.48,Colheita,37.49,MEDIO,Reduzir velocidade
34.13,21.18,27.87,37.58,15.57,10.03,9.48,Colheita,56.77,ALTO,Atencao a inclinacao - reduzir velocidade
30.94,21.34,16.45,41.62,15.67,8.4,12.17,Deslocamento,52.1,ALTO,Atencao a inclinacao - reduzir velocidade
36.68,20.79,7.95,33.93,12.65,9.43,5.51,Colheita,28.15,MEDIO,Reduzir velocidade
16.23,6.98,4.77,31.97,5.46,3.51,3.97,Deslocamento,6.43,BAIXO,Seguir rota atual
28.59,18.61,11.85,31.78,13.28,2.89,7.88,Deslocamento,31.07,MEDIO,Reduzir velocidade
32.36,26.7,6.63,27.2,6.0,8.1,10.23,Colheita,66.77,ALTO,Interromper operacao
42.25,22.5,27.3,38.38,17.68,7.1,8.19,Colheita,57.4,ALTO,Atencao a inclinacao - reduzir velocidade
20.54,18.9,7.77,36.46,12.19,5.22,8.62,Colheita,32.41,MEDIO,Reduzir velocidade
9.52,13.45,3.09,23.56,10.18,1.27,2.75,Colheita,10.54,BAIXO,Seguir rota atual
12.33,7.73,5.29,29.7,12.0,0.0,6.22,Deslocamento,8.2,BAIXO,Seguir rota atual
30.54,17.65,4.9,32.36,17.05,10.53,9.05,Colheita,36.17,MEDIO,Atencao a inclinacao - reduzir velocidade
48.11,17.46,7.35,33.47,12.9,12.49,10.21,Manobra,70.57,ALTO,Verificar equipamento - desgaste elevado
36.19,14.36,12.02,36.96,14.2,2.32,9.62,Colheita,36.62,MEDIO,Reduzir velocidade
25.5,18.41,10.67,36.36,9.45,8.02,5.94,Deslocamento,19.88,BAIXO,Seguir rota atual
55.75,26.38,56.19,41.42,19.91,11.71,13.75,Deslocamento,72.94,ALTO,Atencao a inclinacao - reduzir velocidade
35.74,23.93,14.94,34.07,13.29,8.46,10.07,Manobra,41.01,MEDIO,Reduzir velocidade
11.67,11.7,3.73,25.11,8.31,7.89,4.96,Colheita,4.36,BAIXO,Seguir rota atual
14.6,0.9,1.94,22.91,7.21,3.96,6.38,Colheita,3.02,BAIXO,Seguir rota atual
15.71,7.77,7.55,27.71,6.88,3.19,3.73,Deslocamento,2.75,BAIXO,Seguir rota atual
14.05,5.84,6.27,24.89,4.3,10.3,5.64,Colheita,6.46,BAIXO,Seguir rota atual
10.15,6.23,4.33,34.52,4.78,7.93,7.8,Colheita,4.04,BAIXO,Seguir rota atual
15.6,6.89,0.89,24.98,6.93,6.98,7.18,Deslocamento,3.89,BAIXO,Seguir rota atual
14.76,0.13,3.94,27.47,7.5,4.02,5.25,Colheita,5.31,BAIXO,Seguir rota atual
30.61,9.53,2.88,23.5,6.66,9.91,4.63,Deslocamento,10.14,BAIXO,Seguir rota atual
49.9,25.55,55.99,45.0,23.8,14.25,12.07,Deslocamento,75.73,ALTO,Atencao a inclinacao - reduzir velocidade
5.0,10.98,4.4,28.14,5.58,3.85,4.18,Deslocamento,6.35,BAIXO,Seguir rota atual
43.17,18.48,18.41,37.72,8.17,7.61,7.7,Deslocamento,27.38,MEDIO,Reduzir velocidade
17.44,26.4,11.52,38.13,12.5,3.85,8.03,Deslocamento,73.07,ALTO,Interromper operacao
54.21,23.85,20.0,42.32,21.43,14.41,13.46,Manobra,72.66,ALTO,Atencao a inclinacao - reduzir velocidade
24.46,9.04,7.59,18.41,8.01,6.88,2.52,Manobra,2.32,BAIXO,Seguir rota atual
22.98,17.02,4.69,39.01,10.16,5.43,7.78,Colheita,15.57,BAIXO,Seguir rota atual
55.59,27.04,43.21,42.67,27.17,11.75,14.0,Deslocamento,77.56,ALTO,Atencao a inclinacao - reduzir velocidade
51.05,26.52,70.01,39.83,20.59,10.3,13.9,Manobra,75.87,ALTO,Atencao a inclinacao - reduzir velocidade
50.14,27.01,27.79,39.41,13.9,6.99,14.0,Deslocamento,73.97,ALTO,Pausa recomendada - risco de fadiga
23.28,6.03,7.98,21.14,7.81,4.48,6.28,Colheita,1.79,BAIXO,Seguir rota atual
19.55,2.2,4.23,31.24,6.94,7.33,2.91,Manobra,3.4,BAIXO,Seguir rota atual
39.84,20.13,23.98,40.09,17.07,15.26,11.38,Colheita,63.47,ALTO,Atencao a inclinacao - reduzir velocidade
51.37,24.01,44.97,41.4,20.62,12.88,10.04,Manobra,76.77,ALTO,Atencao a inclinacao - reduzir velocidade
19.34,17.33,8.97,30.61,12.05,13.7,11.05,Manobra,28.02,MEDIO,Verificar equipamento - desgaste elevado
48.15,21.56,13.84,33.1,10.07,0.0,11.37,Manobra,74.66,ALTO,Interromper operacao
30.78,5.79,3.24,22.23,7.77,8.37,1.51,Colheita,6.65,BAIXO,Seguir rota atual
42.46,21.17,18.91,41.38,14.44,11.69,9.57,Deslocamento,63.39,ALTO,Interromper operacao
26.79,9.68,4.66,19.65,6.24,7.7,5.08,Colheita,7.35,BAIXO,Seguir rota atual
24.62,15.07,7.12,26.47,5.98,0.0,4.66,Colheita,3.13,BAIXO,Seguir rota atual
32.39,21.56,7.23,34.72,6.66,5.18,9.95,Colheita,27.37,MEDIO,Reduzir velocidade
48.73,19.61,9.64,39.81,9.57,9.1,7.52,Deslocamento,68.44,ALTO,Interromper operacao
26.05,8.61,4.9,22.09,8.41,11.25,2.98,Colheita,9.05,BAIXO,Seguir rota atual
17.62,8.93,6.36,23.2,1.33,9.08,6.52,Colheita,2.33,BAIXO,Seguir rota atual
29.54,20.18,30.55,44.34,17.82,11.47,10.17,Deslocamento,52.81,ALTO,Atencao a inclinacao - reduzir velocidade
19.08,12.51,1.37,21.97,9.02,4.87,7.76,Deslocamento,9.54,BAIXO,Seguir rota atual
29.63,19.78,3.39,36.03,7.56,6.54,6.13,Manobra,9.5,BAIXO,Seguir rota atual
24.86,10.87,0.0,32.67,11.99,5.14,3.72,Manobra,6.15,BAIXO,Seguir rota atual
50.0,14.72,8.1,36.72,16.04,9.08,8.0,Colheita,70.99,ALTO,Interromper operacao
27.39,18.63,2.97,36.19,10.31,3.52,11.51,Manobra,31.22,MEDIO,Pausa recomendada - risco de fadiga
16.52,2.93,3.5,26.34,3.51,5.99,2.91,Manobra,2.47,BAIXO,Seguir rota atual
31.98,10.1,2.8,22.27,6.79,6.84,4.95,Colheita,8.13,BAIXO,Seguir rota atual
18.48,8.23,2.19,24.28,2.83,7.92,5.6,Colheita,5.35,BAIXO,Seguir rota atual
14.59,15.59,4.26,20.82,8.71,6.19,5.79,Colheita,3.51,BAIXO,Seguir rota atual
47.87,28.35,42.38,44.67,14.38,12.7,14.0,Deslocamento,72.15,ALTO,Pausa recomendada - risco de fadiga
14.63,5.58,2.66,19.93,2.58,4.31,5.27,Deslocamento,7.57,BAIXO,Seguir rota atual
39.68,21.57,18.34,43.07,14.43,10.28,9.44,Deslocamento,64.13,ALTO,Interromper operacao
24.06,13.65,2.12,26.49,7.68,2.02,5.04,Deslocamento,6.99,BAIXO,Seguir rota atual
31.21,16.69,20.93,38.85,15.61,11.95,8.05,Deslocamento,57.56,ALTO,Atencao a inclinacao - reduzir velocidade
39.73,18.3,29.13,35.93,14.41,8.87,11.14,Colheita,42.0,MEDIO,Pausa recomendada - risco de fadiga
32.35,17.93,12.27,36.12,13.55,5.06,6.19,Manobra,32.07,MEDIO,Reduzir velocidade
35.86,18.72,11.13,35.68,12.62,3.13,12.78,Colheita,42.7,MEDIO,Pausa recomendada - risco de fadiga
33.69,22.79,3.82,37.23,8.09,9.36,8.29,Manobra,26.27,MEDIO,Reduzir velocidade
20.2,10.79,0.3,22.58,7.91,11.29,4.72,Colheita,9.15,BAIXO,Seguir rota atual
52.96,26.68,64.42,37.76,22.38,9.12,8.0,Manobra,70.8,ALTO,Atencao a inclinacao - reduzir velocidade
51.49,27.42,42.15,42.68,30.0,13.23,13.02,Colheita,75.07,ALTO,Atencao a inclinacao - reduzir velocidade
46.75,27.89,42.62,41.77,29.28,17.53,12.27,Colheita,75.39,ALTO,Atencao a inclinacao - reduzir velocidade
5.0,6.56,12.11,24.85,9.21,9.33,5.44,Colheita,12.29,BAIXO,Seguir rota atual
34.95,14.69,23.47,37.56,15.53,8.25,9.47,Manobra,37.21,MEDIO,Reduzir velocidade
50.17,27.81,33.85,45.0,19.61,8.98,11.78,Manobra,72.31,ALTO,Atencao a inclinacao - reduzir velocidade
20.24,8.64,8.09,24.82,6.76,1.69,6.64,Colheita,5.4,BAIXO,Seguir rota atual
21.29,6.32,0.0,33.22,4.54,3.23,5.72,Manobra,4.4,BAIXO,Seguir rota atual
32.82,17.52,1.01,42.16,13.36,20.0,8.01,Deslocamento,38.96,MEDIO,Reduzir velocidade
27.63,17.74,9.22,34.12,13.84,5.06,6.24,Deslocamento,10.86,BAIXO,Seguir rota atual
41.01,20.33,39.82,42.1,19.47,17.73,14.0,Manobra,65.78,ALTO,Atencao a inclinacao - reduzir velocidade
17.66,0.82,2.3,23.0,5.69,2.91,3.69,Colheita,4.04,BAIXO,Seguir rota atual
37.68,20.09,19.67,41.08,12.27,15.81,8.04,Colheita,66.78,ALTO,Interromper operacao
8.68,9.52,1.55,27.61,2.19,9.18,6.34,Manobra,2.66,BAIXO,Seguir rota atual
9.5,2.08,9.02,22.31,5.33,0.0,4.3,Manobra,4.67,BAIXO,Seguir rota atual
18.41,10.86,0.0,18.4,7.9,8.02,1.86,Manobra,0.87,BAIXO,Seguir rota atual
46.49,22.11,26.73,39.79,7.43,11.54,12.12,Manobra,74.81,ALTO,Pausa recomendada - risco de fadiga
34.64,20.84,16.59,31.3,20.01,9.3,11.01,Colheita,75.91,ALTO,Atencao a inclinacao - reduzir velocidade
34.31,25.03,10.03,35.06,9.32,10.39,5.25,Manobra,68.01,ALTO,Interromper operacao
40.17,15.6,14.26,36.65,13.93,8.25,5.5,Colheita,28.48,MEDIO,Reduzir velocidade
45.7,29.02,46.67,45.0,23.61,11.1,10.41,Manobra,74.58,ALTO,Atencao a inclinacao - reduzir velocidade
